gene_name,0x58_rep2_state1,0x58_rep3_state1,0x58_rep2_state2,0x58_rep3_state2,0x58_rep2_state3,0x58_rep3_state3,0x58_rep2_state4,0x58_rep3_state4,0x58_rep2_state5,0x58_rep3_state5,0x58_rep2_state6,0x58_rep3_state6,0x58_rep2_state7,0x58_rep3_state7,0x58_rep2_state8,0x58_rep3_state8,0x58modified_state3,Control_rep1,Control_rep2
uvrD_locusTag_ECDH10B_4005,679,2142,592,1276,957,941,426,2159,1366,887,992,635,577,568,1317,617,20,852,2070
uvrY_locusTag_ECDH10B_2055,314,1063,256,535,287,310,208,877,380,272,314,175,134,206,454,213,3,389,915
uxaA_locusTag_ECDH10B_3267,38,196,42,97,50,67,30,160,60,96,47,72,33,55,87,82,7,34,198
uxaC_locusTag_ECDH10B_3268,43,353,30,157,82,114,25,308,75,115,58,103,39,121,112,117,49,77,429
vacJ_locusTag_ECDH10B_2509,361,1481,389,757,667,741,417,1659,999,706,818,549,349,440,1135,492,464,359,1236
valS_locusTag_ECDH10B_4451,3125,10473,2484,5578,5917,4627,2988,10822,8722,4681,6344,3781,2812,3195,9661,3528,4,3370,8116
valT_locusTag_ECDH10B_0811,14,41,19,19,32,23,20,65,52,26,35,16,15,15,59,22,0,26,31
valU_locusTag_ECDH10B_2565,2,1,3,1,2,0,0,1,0,1,0,1,0,0,0,0,0,3,1
valV_locusTag_ECDH10B_1799,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
valW_locusTag_ECDH10B_1800,0,0,0,0,3,0,0,1,1,0,1,0,0,0,2,0,0,0,0
valX_locusTag_ECDH10B_2566,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,0,0,0,1
valY_locusTag_ECDH10B_2567,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
valZ_locusTag_ECDH10B_0813,31,54,22,25,17,16,11,49,49,21,33,30,18,15,50,25,58,8,40
visC_locusTag_ECDH10B_3080,445,1675,395,756,538,679,305,1712,879,596,683,471,267,389,719,370,6,271,1271
vsr_locusTag_ECDH10B_2102,33,134,34,47,74,60,43,158,123,54,100,50,68,54,129,42,56,43,86
wbbH_locusTag_ECDH10B_2185,628,997,524,489,763,423,350,802,1352,470,976,337,274,329,1139,439,58,432,994
wbbI_locusTag_ECDH10B_2184,478,1313,413,730,945,572,321,1404,1258,680,1003,555,442,480,1183,621,23,532,1564
wbbJ_locusTag_ECDH10B_2183,210,511,200,286,226,245,121,480,436,251,376,190,147,186,406,230,96,221,557
wbbK_locusTag_ECDH10B_2182,803,1924,560,1215,1252,825,444,2236,1816,1177,1501,814,449,768,1772,984,4,817,2555
wcaA_locusTag_ECDH10B_2209,3,11,2,5,28,5,18,35,4,4,21,12,7,9,34,17,0,2,6
wcaB_locusTag_ECDH10B_2208,0,2,1,0,1,3,2,3,3,1,4,1,1,0,8,3,6,0,1
wcaC_locusTag_ECDH10B_2207,4,8,6,3,25,8,24,38,9,4,15,13,5,6,40,23,4,4,10
wcaD_locusTag_ECDH10B_2206,2,9,1,4,33,13,23,73,12,4,25,7,9,10,50,20,0,8,11
wcaE_locusTag_ECDH10B_2205,1,6,1,2,17,9,11,22,8,3,10,4,8,9,17,14,4,2,5
wcaF_locusTag_ECDH10B_2204,0,0,2,5,6,7,6,22,2,0,4,4,3,4,9,5,7,0,3
wcaI_locusTag_ECDH10B_2200,4,17,2,7,24,21,23,70,21,4,27,12,12,10,42,22,1,3,14
wcaJ_locusTag_ECDH10B_2197,3,9,5,3,13,12,7,54,12,9,11,2,4,7,28,15,2,12,11
wcaK_locusTag_ECDH10B_2195,5,24,6,17,27,21,28,108,27,17,53,28,21,25,78,43,4,11,20
wcaL_locusTag_ECDH10B_2194,4,13,5,9,27,23,14,57,25,10,30,14,11,5,35,22,3,11,7
wcaM_locusTag_ECDH10B_2193,19,29,9,17,31,30,16,82,45,26,39,31,26,17,88,38,73,8,33
wecC_locusTag_ECDH10B_3976,602,1579,415,840,504,393,334,941,884,383,624,253,292,228,745,247,2,499,959
wrbA_locusTag_ECDH10B_1076,19,389,37,311,44,165,37,529,75,80,108,109,73,76,164,126,4,138,1000
wza_locusTag_ECDH10B_2212,3,10,3,6,34,28,19,52,10,5,23,17,13,6,48,17,0,8,4
wzb_locusTag_ECDH10B_2211,1,3,0,0,2,1,1,4,3,1,3,5,2,1,7,1,8,0,2
wzc_locusTag_ECDH10B_2210,3,19,8,6,67,39,50,85,32,8,46,16,24,17,108,32,5,13,23
wzxC_locusTag_ECDH10B_2196,2,11,3,6,16,22,11,51,15,2,19,9,10,8,34,15,14,8,15
wzxE_locusTag_ECDH10B_3981,210,383,177,212,230,145,111,359,359,135,237,91,123,85,317,101,9,230,372
wzyE_locusTag_ECDH10B_3983,89,235,78,113,98,58,45,148,156,62,108,40,40,29,124,49,53,88,132
wzzE_locusTag_ECDH10B_3974,354,1478,354,806,426,406,243,947,669,321,468,371,186,165,533,216,1,350,1009
xapA_locusTag_ECDH10B_2571,2,9,2,7,3,2,1,13,5,12,3,8,3,4,6,7,1,1,9
xapB_locusTag_ECDH10B_2570,13,75,11,38,36,52,17,93,67,53,39,35,26,40,78,61,6,17,107
xapR_locusTag_ECDH10B_2569,21,106,25,56,47,93,31,231,144,105,119,89,65,102,163,142,9,38,131
xdhA_locusTag_ECDH10B_3041,21,191,34,102,50,99,26,261,120,133,84,131,58,143,177,196,0,45,216
xdhB_locusTag_ECDH10B_3042,2,59,12,31,10,17,8,73,29,40,24,49,9,34,22,45,0,17,53
xdhC_locusTag_ECDH10B_3043,3,39,5,22,10,18,7,43,13,23,7,12,4,13,17,9,9,0,16
xdhD_locusTag_ECDH10B_3056,29,136,35,67,56,59,33,130,103,52,75,49,44,36,118,47,25,37,128
xerC_locusTag_ECDH10B_4003,134,508,137,263,236,207,122,582,453,269,324,194,203,195,493,272,37,143,470
xerD_locusTag_ECDH10B_3068,230,661,210,313,317,248,170,726,445,295,367,217,171,202,580,253,0,245,650
xis_locusTag_ECDH10B_1314,3,10,0,4,6,4,6,6,11,2,12,3,6,4,9,4,13,1,6
xni_locusTag_ECDH10B_2967,55,363,45,192,101,149,62,403,165,241,171,138,83,152,205,163,127,76,319
xseA_locusTag_ECDH10B_2675,533,1435,444,684,922,588,467,1163,1721,665,1410,511,823,591,2532,757,7,541,986
xseB_locusTag_ECDH10B_0378,70,291,93,174,76,104,39,330,124,89,83,60,25,81,102,90,31,114,360
xthA_locusTag_ECDH10B_1887,243,951,216,577,400,520,191,1238,775,504,575,406,302,376,896,484,4,270,853
xylA_locusTag_ECDH10B_3746,25,132,34,100,52,89,27,170,130,183,151,147,55,97,153,134,1,57,175
xylB_locusTag_ECDH10B_3745,30,127,31,90,40,61,23,169,111,131,77,72,39,59,102,78,3,45,159
xylE_locusTag_ECDH10B_4220,11,46,10,25,19,21,7,60,49,46,33,45,17,45,56,58,2,10,73
xylF_locusTag_ECDH10B_3747,9,38,5,17,45,147,43,416,682,1150,696,1005,510,1201,1384,1559,2,11,40
xylG_locusTag_ECDH10B_3748,9,30,2,13,19,71,14,134,343,366,381,369,251,450,532,491,3,9,29
xylH_locusTag_ECDH10B_3749,10,40,14,27,30,36,19,95,173,168,121,126,57,183,135,177,12,9,52
xylR_locusTag_ECDH10B_3750,34,172,35,102,62,97,50,258,186,205,147,110,59,142,194,165,37,49,186
yaaA_locusTag_ECDH10B_0006,213,707,150,398,324,330,137,812,457,350,327,224,188,226,637,276,5,167,614
yaaH_locusTag_ECDH10B_0010,60,176,46,100,50,53,31,108,106,67,79,42,24,47,98,43,0,51,143
yaaI_locusTag_ECDH10B_0013,1,2,0,5,0,3,1,4,4,5,4,0,0,0,6,1,8,1,7
yaaJ_locusTag_ECDH10B_0007,25,302,44,168,58,85,19,207,113,94,81,66,62,54,156,83,0,92,611
yaaU_locusTag_ECDH10B_0046,5,12,2,9,4,0,2,12,3,8,10,2,1,3,8,2,1,1,10
yaaW_locusTag_ECDH10B_0011,4,12,10,14,4,9,10,34,17,8,18,10,8,12,17,10,2,5,24
yaaX_locusTag_ECDH10B_0005,31,122,23,52,30,82,23,205,71,119,57,101,21,82,92,108,0,17,168
yaaY_locusTag_ECDH10B_0025,4,14,5,8,4,3,2,13,11,7,5,4,6,4,13,13,16,5,14
yabP_locusTag_ECDH10B_0058,75,170,53,84,167,97,116,226,355,154,280,152,117,173,478,151,28,74,147
yacC_locusTag_ECDH10B_0102,86,299,84,156,213,161,114,354,273,243,259,108,77,166,358,215,12,143,429
yacF_locusTag_ECDH10B_0083,121,406,102,235,123,173,91,410,382,156,283,178,82,134,352,187,1,139,317
yacG_locusTag_ECDH10B_0082,43,107,28,84,60,70,29,136,111,53,73,56,36,38,97,53,0,25,123
yacH_locusTag_ECDH10B_0097,9,30,6,15,16,13,4,35,22,20,16,14,7,17,26,12,37,8,37
yacL_locusTag_ECDH10B_0099,359,1357,316,658,586,541,303,1725,883,539,650,407,373,381,884,598,13,557,1629
yadB_locusTag_ECDH10B_0124,72,175,55,52,63,73,44,153,150,56,94,44,38,46,125,51,4,50,108
yadC_locusTag_ECDH10B_0115,7,37,5,19,17,9,3,20,47,17,23,8,12,8,30,14,9,6,21
yadD_locusTag_ECDH10B_0112,33,102,28,67,36,39,13,155,85,80,55,40,57,49,85,85,13,58,142
yadE_locusTag_ECDH10B_0110,51,212,38,84,78,94,45,244,172,149,120,105,71,132,302,216,42,91,255
yadG_locusTag_ECDH10B_0107,202,911,226,478,391,484,182,1042,642,349,467,398,228,238,619,315,18,295,849
yadH_locusTag_ECDH10B_0108,174,599,138,320,301,300,135,654,308,265,268,190,121,152,337,206,1,176,555
yadI_locusTag_ECDH10B_0109,24,449,32,185,129,178,70,544,125,234,136,196,59,147,114,281,0,56,628
yadK_locusTag_ECDH10B_0116,3,6,0,1,0,4,0,4,2,1,1,3,1,1,3,0,0,1,1
yadL_locusTag_ECDH10B_0117,0,5,0,5,1,2,0,5,9,2,2,3,5,3,3,3,0,2,2
yadM_locusTag_ECDH10B_0118,1,5,2,5,2,5,2,4,8,1,6,4,2,2,9,0,0,1,2
yadN_locusTag_ECDH10B_0121,8,19,9,6,6,2,2,12,10,9,5,2,0,0,12,4,41,3,15
yadR_locusTag_ECDH10B_0136,571,1421,567,575,860,783,515,1643,1356,885,1193,699,484,675,1422,584,4,386,947
yadS_locusTag_ECDH10B_0137,79,160,66,93,109,98,53,215,201,124,132,102,80,81,198,107,22,71,155
yaeB_locusTag_ECDH10B_0176,185,400,142,255,162,174,64,411,390,180,234,121,92,103,297,127,3,130,369
yaeF_locusTag_ECDH10B_0174,8,60,8,35,18,24,13,67,42,32,27,23,18,24,55,32,48,22,69
yaeH_locusTag_ECDH10B_0143,200,1688,149,1085,427,912,262,2159,673,966,584,812,302,910,897,1213,9,286,2179
yaeI_locusTag_ECDH10B_0144,27,75,19,45,42,28,24,58,41,27,51,16,24,21,90,22,7,19,61
yaeJ_locusTag_ECDH10B_0172,28,92,27,48,56,50,27,91,78,45,50,12,25,37,79,21,2,31,79
yaeP_locusTag_ECDH10B_0170,8,40,10,25,7,26,5,58,19,38,21,25,15,19,29,21,9,5,48
yaeQ_locusTag_ECDH10B_0171,59,249,37,135,122,116,75,281,165,142,170,113,106,104,228,106,1,80,221
yaeR_locusTag_ECDH10B_0167,43,124,23,72,97,76,41,175,127,67,97,68,52,59,147,70,11,32,126
yafC_locusTag_ECDH10B_0189,36,212,28,131,62,91,24,241,92,111,80,82,64,83,126,108,31,61,233
yafD_locusTag_ECDH10B_0190,182,723,189,439,451,443,232,1162,669,557,777,594,355,625,1198,799,6,253,1050
yafE_locusTag_ECDH10B_0191,24,66,20,23,37,25,17,72,65,44,56,35,24,43,103,58,0,20,91
yafF_locusTag_ECDH10B_0200,4,12,4,7,5,7,1,11,7,5,5,1,3,4,10,1,24,2,10
yafJ_locusTag_ECDH10B_0205,159,671,138,372,336,379,141,913,453,376,371,307,174,235,433,352,96,271,964
yafK_locusTag_ECDH10B_0206,560,1749,547,773,953,891,648,2129,2306,1027,1774,700,872,735,2501,779,2,482,991
yafL_locusTag_ECDH10B_0209,7,12,3,6,11,8,2,24,21,10,11,5,4,11,18,12,0,8,20
yafM_locusTag_ECDH10B_0210,9,108,17,48,38,57,23,164,92,58,69,62,35,60,121,91,1,32,126
yafN_locusTag_ECDH10B_0214,5,21,8,11,2,3,0,17,9,9,7,5,6,3,10,6,0,0,15
yafO_locusTag_ECDH10B_0215,3,2,1,2,3,1,2,2,2,3,0,0,3,0,6,3,1,5,6
yafP_locusTag_ECDH10B_0216,3,20,1,11,14,7,7,13,14,11,18,6,2,1,21,9,7,4,13
yafQ_locusTag_ECDH10B_0207,19,58,21,30,31,33,17,80,63,39,37,20,18,32,82,40,12,34,78
yafS_locusTag_ECDH10B_0194,69,283,66,177,133,125,53,332,128,175,109,94,51,104,163,161,3,63,386
yafT_locusTag_ECDH10B_0198,52,96,31,46,46,33,15,70,87,54,72,20,13,11,57,16,0,24,77
yafU_locusTag_ECDH10B_0199,0,6,0,7,5,1,0,7,4,4,2,4,1,0,6,5,14,1,8
yafV_locusTag_ECDH10B_0201,90,393,62,213,144,153,73,472,221,184,173,127,82,128,257,171,0,117,521
yafW_locusTag_ECDH10B_0228,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
yafX_locusTag_ECDH10B_0231,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
yafY_locusTag_ECDH10B_0234,1,14,2,3,1,2,0,5,4,4,1,3,1,3,3,1,2,3,10
yafZ_locusTag_ECDH10B_0237,5,13,3,6,12,9,3,11,9,1,7,3,1,8,9,5,4,3,11
yagA_locusTag_ECDH10B_0254,15,51,26,35,47,32,23,95,67,28,55,27,24,28,77,39,4,27,51
yagB_locusTag_ECDH10B_0253,18,63,14,31,37,40,20,107,76,41,64,44,34,59,106,61,605,21,67
yagE_locusTag_ECDH10B_0255,1432,10114,1349,6182,4568,9226,2830,19024,6689,8594,6137,7814,3527,8170,11509,10460,1080,2453,13875
yagF_locusTag_ECDH10B_0256,3746,17630,3337,11241,11348,14261,5847,34593,12832,15482,11655,13808,7250,13608,17586,14475,75,6030,21568
yagG_locusTag_ECDH10B_0257,194,631,144,329,473,535,268,958,834,735,822,835,353,809,1027,939,85,183,379
yagH_locusTag_ECDH10B_0258,145,679,137,386,601,660,274,1469,930,924,859,732,441,756,1227,812,3,291,851
yagI_locusTag_ECDH10B_0259,44,154,38,84,62,51,23,180,138,62,90,50,31,50,124,63,13,59,103
yagJ_locusTag_ECDH10B_0264,39,281,34,99,84,109,40,267,130,142,89,138,46,153,183,171,3,43,391
yagK_locusTag_ECDH10B_0265,5,34,6,18,24,26,13,53,43,48,41,20,23,36,68,37,7,5,45
yagL_locusTag_ECDH10B_0266,24,80,24,35,30,20,14,68,57,29,53,17,17,24,56,38,0,15,41
yagM_locusTag_ECDH10B_0267,4,22,4,6,6,9,4,18,12,6,14,8,5,1,16,4,16,5,18
yagN_locusTag_ECDH10B_0268,57,330,78,177,67,104,61,213,125,73,95,80,51,98,190,91,0,100,377
yagP_locusTag_ECDH10B_0270,1,13,4,3,10,7,1,14,8,9,12,1,3,5,12,15,0,1,11
yagQ_locusTag_ECDH10B_0271,1,9,2,6,14,14,5,15,9,9,10,3,7,4,19,12,4,7,10
yagR_locusTag_ECDH10B_0272,9,54,26,15,28,25,21,62,36,23,40,21,23,24,56,21,1,19,58
yagS_locusTag_ECDH10B_0273,1,7,1,4,9,6,4,19,7,8,8,5,4,8,9,6,0,1,16
yagT_locusTag_ECDH10B_0274,0,3,3,5,4,3,1,16,14,5,11,7,2,2,12,7,2,4,18
yagU_locusTag_ECDH10B_0275,36,166,19,99,71,75,34,132,49,43,75,40,26,37,118,33,5,35,187
yagV_locusTag_ECDH10B_0277,10,49,3,31,23,21,14,52,30,46,57,27,19,19,51,45,7,6,47
yagW_locusTag_ECDH10B_0278,17,71,12,38,34,44,14,118,94,55,58,40,51,45,109,52,1,16,98
yagX_locusTag_ECDH10B_0279,7,40,11,20,15,18,2,58,31,21,23,17,15,23,32,16,2,23,31
yahA_locusTag_ECDH10B_0302,22,63,14,22,14,14,10,40,23,21,13,9,13,10,16,8,8,15,64
yahB_locusTag_ECDH10B_0303,26,137,26,44,38,52,21,130,93,55,94,55,36,28,117,49,0,45,119
yahC_locusTag_ECDH10B_0304,0,1,0,4,3,3,1,6,4,1,3,4,1,0,7,5,0,1,5
yahD_locusTag_ECDH10B_0305,3,15,3,15,8,9,7,27,2,11,10,3,2,4,11,8,0,6,25
yahE_locusTag_ECDH10B_0306,0,2,1,6,0,0,1,6,0,1,3,0,0,0,4,0,0,0,8
yahF_locusTag_ECDH10B_0307,0,17,4,8,8,8,6,22,16,12,12,6,6,4,11,5,10,3,10
yaiA_locusTag_ECDH10B_0346,40,157,43,88,67,96,45,340,131,67,112,56,44,53,189,82,42,39,140
yaiE_locusTag_ECDH10B_0348,197,894,183,531,442,630,193,1438,679,509,617,576,259,561,930,639,19,183,1208
yaiI_locusTag_ECDH10B_0344,116,281,100,146,146,115,103,363,188,157,241,125,111,92,349,98,12,114,274
yaiL_locusTag_ECDH10B_0309,98,419,88,241,119,203,79,459,258,192,201,171,112,119,239,177,1,109,384
yaiO_locusTag_ECDH10B_0313,6,24,6,9,9,21,4,31,17,20,12,11,5,11,31,17,1,12,37
yaiP_locusTag_ECDH10B_0319,4,12,1,4,4,11,3,14,10,4,10,10,7,4,14,6,0,7,10
yaiS_locusTag_ECDH10B_0320,2,5,1,6,0,0,2,3,4,3,1,0,1,3,7,1,0,3,5
yaiV_locusTag_ECDH10B_0332,0,9,2,3,0,7,0,2,3,5,7,0,2,0,1,2,8,3,27
yaiW_locusTag_ECDH10B_0335,49,230,50,127,89,125,34,304,166,154,114,114,63,116,182,111,2,62,272
yaiY_locusTag_ECDH10B_0336,7,26,4,24,7,36,3,101,14,52,10,56,4,34,17,41,11,10,65
yaiZ_locusTag_ECDH10B_0337,96,496,64,231,219,250,115,599,232,334,213,275,94,248,414,316,77,155,513
yajC_locusTag_ECDH10B_0363,437,1199,276,622,697,538,332,1370,735,564,623,463,306,380,514,470,21,573,1124
yajD_locusTag_ECDH10B_0366,147,764,165,410,221,269,183,650,462,459,373,338,143,341,395,321,101,121,572
yajG_locusTag_ECDH10B_0390,579,2398,541,1244,936,1104,544,2573,1924,1271,1498,836,722,983,2130,872,4,545,1773
yajI_locusTag_ECDH10B_0368,16,88,20,59,32,58,15,156,70,126,57,107,27,88,82,125,8,16,181
yajL_locusTag_ECDH10B_0380,69,348,52,183,109,131,44,327,101,91,103,85,58,82,128,74,65,93,363
yajO_locusTag_ECDH10B_0375,242,1226,179,799,474,642,225,1777,604,653,650,634,488,676,1091,959,46,360,1612
yajQ_locusTag_ECDH10B_0382,604,2471,490,1361,742,863,353,2255,846,593,650,614,320,408,883,559,16,888,2531
yajR_locusTag_ECDH10B_0383,135,288,106,116,178,105,71,255,203,96,149,72,86,69,240,111,6,106,230
ybaA_locusTag_ECDH10B_0412,31,79,24,28,42,35,9,75,48,65,37,20,12,32,25,45,67,22,66
ybaB_locusTag_ECDH10B_0427,444,1178,254,803,814,549,403,1381,637,631,758,374,442,423,814,430,5,501,1147
ybaE_locusTag_ECDH10B_0401,17,248,16,167,51,156,37,388,94,175,86,170,38,172,228,279,48,80,473
ybaJ_locusTag_ECDH10B_0417,106,629,109,398,295,468,154,1364,473,589,377,517,271,525,815,798,10,199,1287
ybaK_locusTag_ECDH10B_0437,59,192,53,93,98,114,53,222,169,109,138,72,62,74,245,78,65,56,180
ybaL_locusTag_ECDH10B_0434,442,1882,362,861,576,798,315,2235,753,638,523,434,255,408,874,507,2,471,1558
ybaM_locusTag_ECDH10B_0422,15,91,22,44,27,43,17,86,60,30,35,32,28,32,61,45,26,21,85
ybaN_locusTag_ECDH10B_0424,101,148,69,89,267,138,118,308,318,133,359,139,113,111,369,199,8,76,130
ybaO_locusTag_ECDH10B_0403,62,354,64,192,218,203,116,446,291,268,220,193,100,185,308,251,21,101,324
ybaP_locusTag_ECDH10B_0439,59,319,80,151,149,162,90,360,260,189,233,91,101,146,392,221,66,105,353
ybaQ_locusTag_ECDH10B_0440,201,711,158,368,365,397,267,967,667,412,704,397,288,471,897,521,2,225,703
ybaS_locusTag_ECDH10B_0442,4,15,10,33,15,19,12,80,12,9,19,6,5,10,14,11,5,9,33
ybaT_locusTag_ECDH10B_0443,8,43,14,39,28,18,21,77,28,14,27,20,11,19,30,25,2,18,70
ybaV_locusTag_ECDH10B_0398,36,104,24,46,33,45,13,92,68,36,41,32,25,30,63,38,2,28,59
ybaW_locusTag_ECDH10B_0399,11,48,15,17,26,25,15,39,47,22,32,10,8,14,28,12,30,13,36
ybaY_locusTag_ECDH10B_0409,94,340,138,193,248,196,179,465,303,187,282,154,122,115,409,138,14,129,442
ybaZ_locusTag_ECDH10B_0410,47,181,25,81,115,80,51,265,180,143,159,112,112,116,307,137,15,56,178
ybbA_locusTag_ECDH10B_0452,66,355,110,150,147,180,81,487,244,172,184,178,127,191,329,252,9,103,316
ybbB_locusTag_ECDH10B_0459,65,248,58,123,121,88,66,239,179,135,134,89,65,104,236,90,1,69,174
ybbC_locusTag_ECDH10B_0455,6,10,1,5,11,8,6,22,29,9,12,3,6,3,25,4,3,4,11
ybbD_locusTag_ECDH10B_0457,1,13,1,7,5,4,2,10,18,3,6,3,3,4,7,3,9,1,24
ybbJ_locusTag_ECDH10B_0445,33,134,21,79,54,76,23,196,98,72,72,52,36,56,133,73,4,49,193
ybbL_locusTag_ECDH10B_0447,29,160,25,90,44,87,36,202,73,80,73,51,46,54,82,70,8,35,198
ybbM_locusTag_ECDH10B_0448,16,124,30,50,60,66,32,127,80,54,54,36,45,29,91,40,73,27,101
ybbN_locusTag_ECDH10B_0449,370,3018,334,2031,833,1521,478,3946,1536,1930,1298,1772,991,2071,2333,2558,20,480,3153
ybbO_locusTag_ECDH10B_0450,120,502,111,278,204,213,110,589,358,234,365,188,162,143,403,182,16,114,350
ybbP_locusTag_ECDH10B_0453,132,644,121,349,263,271,115,713,363,340,265,216,169,229,364,248,0,122,468
ybbV_locusTag_ECDH10B_0466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybbW_locusTag_ECDH10B_0467,0,4,2,1,1,3,0,0,3,2,3,0,0,0,3,2,1,1,3
ybbY_locusTag_ECDH10B_0469,3,18,6,8,16,10,4,19,17,17,7,8,5,4,22,3,0,4,19
ybcC_locusTag_ECDH10B_0494,1,5,1,2,3,5,2,9,5,1,0,2,1,3,0,4,0,1,9
ybcD_locusTag_ECDH10B_0495,2,8,2,4,0,2,2,8,0,3,6,4,1,1,12,2,2,8,4
ybcF_locusTag_ECDH10B_0477,2,16,0,8,11,7,3,22,13,6,17,13,7,9,16,15,0,4,14
ybcH_locusTag_ECDH10B_0525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcH_locusTag_ECDH10B_0633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ybcI_locusTag_ECDH10B_0483,9,26,14,15,11,13,16,33,27,20,33,15,9,5,49,8,3,6,22
ybcJ_locusTag_ECDH10B_0484,14,47,13,29,18,26,6,59,18,18,22,21,12,22,29,16,1,16,50
ybcK_locusTag_ECDH10B_0500,8,22,4,10,13,7,5,24,31,11,15,7,7,10,15,8,3,10,17
ybcL_locusTag_ECDH10B_0501,5,15,5,7,16,8,9,25,19,16,10,15,9,12,24,14,2,8,29
ybcM_locusTag_ECDH10B_0502,21,111,20,31,55,34,19,114,133,62,101,40,48,43,145,56,0,43,82
ybcN_locusTag_ECDH10B_0503,1,3,0,2,0,1,0,0,4,1,0,0,0,1,0,0,0,1,3
ybcO_locusTag_ECDH10B_0505,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
ybcQ_locusTag_ECDH10B_0508,0,11,8,6,4,4,2,18,1,13,6,4,4,1,11,6,0,2,8
ybcS_locusTag_ECDH10B_0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcS_locusTag_ECDH10B_0620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcV_locusTag_ECDH10B_0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcV_locusTag_ECDH10B_0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcW_locusTag_ECDH10B_0517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcW_locusTag_ECDH10B_0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcY_locusTag_ECDH10B_0520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybcY_locusTag_ECDH10B_0628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdB_locusTag_ECDH10B_0557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdB_locusTag_ECDH10B_0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdD_locusTag_ECDH10B_0559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdD_locusTag_ECDH10B_0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdF_locusTag_ECDH10B_0537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdF_locusTag_ECDH10B_0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdG_locusTag_ECDH10B_0535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdG_locusTag_ECDH10B_0643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdH_locusTag_ECDH10B_0560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdH_locusTag_ECDH10B_0668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdJ_locusTag_ECDH10B_0538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdJ_locusTag_ECDH10B_0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdK_locusTag_ECDH10B_0539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdK_locusTag_ECDH10B_0647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdL_locusTag_ECDH10B_0561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdL_locusTag_ECDH10B_0669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdM_locusTag_ECDH10B_0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdM_locusTag_ECDH10B_0670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdN_locusTag_ECDH10B_0563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdN_locusTag_ECDH10B_0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdO_locusTag_ECDH10B_0564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdO_locusTag_ECDH10B_0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdR_locusTag_ECDH10B_0569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdR_locusTag_ECDH10B_0677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
