gene_name,0x58_rep2_state1,0x58_rep3_state1,0x58_rep2_state2,0x58_rep3_state2,0x58_rep2_state3,0x58_rep3_state3,0x58_rep2_state4,0x58_rep3_state4,0x58_rep2_state5,0x58_rep3_state5,0x58_rep2_state6,0x58_rep3_state6,0x58_rep2_state7,0x58_rep3_state7,0x58_rep2_state8,0x58_rep3_state8,0x58modified_state3,Control_rep1,Control_rep2
ebgR_locusTag_ECDH10B_3250,88,597,118,288,180,216,78,617,285,248,221,183,100,182,340,228,772,198,741
ecfK_locusTag_ECDH10B_0157,4189,11403,3388,5861,8119,5134,3646,13297,12251,5979,9146,4583,4515,3908,12843,4956,1,4123,11581
ecnA_locusTag_ECDH10B_4341,5,16,3,10,5,8,3,14,15,8,12,8,1,4,8,2,10,9,18
ecnB_locusTag_ECDH10B_4342,56,121,29,59,98,52,59,123,68,39,60,39,20,36,40,19,22,31,108
eco_locusTag_ECDH10B_2366,181,727,144,489,242,357,165,893,392,368,294,217,158,215,349,245,0,215,762
ecpD_locusTag_ECDH10B_0120,1,8,3,5,2,1,2,4,2,1,1,0,2,1,6,0,20,1,4
eda_locusTag_ECDH10B_1991,347,1258,239,672,560,625,300,1575,826,636,690,597,348,584,1245,722,12,437,1423
edd_locusTag_ECDH10B_1992,66,323,71,142,144,145,50,359,201,158,144,125,80,97,224,160,24,115,394
efeB_locusTag_ECDH10B_1092,70,183,62,61,238,138,108,296,335,123,274,94,185,99,586,126,16,111,119
efeO_locusTag_ECDH10B_1091,94,272,79,143,311,278,192,701,361,265,374,197,284,232,620,311,13,163,223
efeU_locusTag_ECDH10B_1089,44,82,44,38,145,89,94,156,172,100,171,66,81,75,217,76,223,60,50
efp_locusTag_ECDH10B_4340,2386,7169,1510,4108,2908,3245,1531,6942,4626,2978,3162,2298,1700,2202,4674,2302,0,2328,6157
elaA_locusTag_ECDH10B_2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elaB_locusTag_ECDH10B_2427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
elaD_locusTag_ECDH10B_2431,7,10,4,3,6,4,6,16,19,11,15,6,7,9,25,8,3,1,6
elbA_locusTag_ECDH10B_1209,10,14,12,11,25,8,20,22,69,12,49,13,19,13,91,6,6,5,14
elbB_locusTag_ECDH10B_3383,71,566,85,304,194,309,93,782,277,250,196,186,75,200,245,202,33,118,631
emrA_locusTag_ECDH10B_2852,175,303,88,164,300,154,109,388,509,224,374,136,206,154,660,231,6,133,191
emrB_locusTag_ECDH10B_2853,84,131,53,64,164,80,85,189,285,110,190,77,103,77,309,75,15,80,135
emrD_locusTag_ECDH10B_3856,142,528,120,229,178,153,99,381,353,220,249,142,76,126,251,124,5,160,408
emrE_locusTag_ECDH10B_0499,39,209,32,92,86,49,39,185,83,76,87,54,16,69,88,40,0,65,147
emrK_locusTag_ECDH10B_2533,5,8,4,3,15,8,3,14,9,3,3,3,9,2,16,6,0,5,7
emrY_locusTag_ECDH10B_2532,6,17,5,7,20,26,15,44,57,28,32,28,12,21,55,32,13,7,21
emtA_locusTag_ECDH10B_1246,145,412,69,206,147,157,79,277,417,255,257,164,85,186,342,155,184,128,257
engA_locusTag_ECDH10B_2677,1333,3539,1089,1730,2162,1583,1105,4116,3429,1979,2943,1409,1527,1332,3284,1656,118,1469,2424
engB_locusTag_ECDH10B_4054,978,3468,754,1778,1502,1745,762,3888,2365,1923,1727,1545,959,1212,2532,1511,1399,979,3016
eno_locusTag_ECDH10B_2946,8313,33389,6672,17836,17834,17436,8478,45125,23303,18884,19017,16977,8084,16807,28775,18800,0,9301,37001
entA_locusTag_ECDH10B_0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entA_locusTag_ECDH10B_0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entB_locusTag_ECDH10B_0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entB_locusTag_ECDH10B_0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entC_locusTag_ECDH10B_0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entC_locusTag_ECDH10B_0661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entD_locusTag_ECDH10B_0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entD_locusTag_ECDH10B_0650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entE_locusTag_ECDH10B_0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entE_locusTag_ECDH10B_0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entF_locusTag_ECDH10B_0546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entF_locusTag_ECDH10B_0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entS_locusTag_ECDH10B_0551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entS_locusTag_ECDH10B_0659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
envC_locusTag_ECDH10B_3795,479,1544,383,829,770,697,363,1570,1328,644,866,497,507,462,1177,540,0,406,1106
envR_locusTag_ECDH10B_3439,3,10,2,5,3,0,2,4,2,1,3,0,0,1,3,4,0,2,10
envY_locusTag_ECDH10B_0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
envY_locusTag_ECDH10B_0632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
envZ_locusTag_ECDH10B_3579,130,457,121,258,207,166,114,505,238,116,207,163,91,94,246,130,364,212,560
epd_locusTag_ECDH10B_3102,1761,6599,1445,3646,3566,3440,1498,7952,4760,3770,3509,3056,2029,2947,6541,3545,9,1893,5883
eptA_locusTag_ECDH10B_4306,43,116,29,69,154,81,66,164,412,122,343,103,177,126,531,128,161,37,68
eptB_locusTag_ECDH10B_3725,396,1472,253,709,926,839,501,2158,1975,1215,1591,944,720,957,2515,1198,48,357,1276
era_locusTag_ECDH10B_2734,463,1202,388,562,685,534,290,1127,1135,536,581,285,309,266,758,311,12,375,701
erfK_locusTag_ECDH10B_2134,36,217,28,86,69,97,52,262,131,94,91,66,42,84,142,94,0,50,243
essD_locusTag_ECDH10B_0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
essD_locusTag_ECDH10B_0619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
essQ_locusTag_ECDH10B_1688,1,0,0,0,3,0,0,1,5,0,2,0,0,0,3,0,6,0,0
etk_locusTag_ECDH10B_1051,32,124,32,76,57,65,33,163,108,74,97,71,59,55,139,68,0,41,148
etp_locusTag_ECDH10B_1052,0,3,0,1,3,5,2,2,3,1,6,4,2,1,3,5,0,2,7
eutA_locusTag_ECDH10B_2616,4,4,1,8,1,5,4,8,7,7,12,3,6,5,13,7,3,2,9
eutB_locusTag_ECDH10B_2606,35,142,32,76,56,70,18,165,83,65,78,61,55,55,139,66,7,57,180
eutC_locusTag_ECDH10B_2605,36,138,22,64,72,76,24,146,78,81,100,64,46,71,108,84,2,42,128
eutD_locusTag_ECDH10B_2623,0,7,1,2,7,2,2,14,11,5,7,2,2,5,5,6,3,3,5
eutE_locusTag_ECDH10B_2620,1,6,3,9,6,7,9,17,16,9,12,9,3,3,27,7,1,3,15
eutG_locusTag_ECDH10B_2618,5,13,2,9,2,4,6,17,4,3,11,6,5,3,7,7,0,1,13
eutH_locusTag_ECDH10B_2617,3,13,2,4,4,6,2,20,4,11,9,6,2,5,16,11,1,2,13
eutJ_locusTag_ECDH10B_2619,1,3,2,2,4,1,0,9,5,0,11,0,3,1,8,6,2,0,6
eutL_locusTag_ECDH10B_2604,13,61,23,37,31,28,12,77,50,47,46,29,32,33,67,50,0,17,73
eutP_locusTag_ECDH10B_2626,0,0,0,0,0,1,0,2,4,0,1,3,0,0,0,3,1,0,3
eutQ_locusTag_ECDH10B_2625,0,5,2,3,2,5,1,5,3,6,3,6,2,5,7,2,2,4,2
eutT_locusTag_ECDH10B_2624,0,6,0,5,2,1,3,9,5,2,5,3,3,5,7,7,35,4,8
evgA_locusTag_ECDH10B_2534,174,535,152,251,357,222,158,607,551,271,556,199,196,239,576,250,163,193,589
exbB_locusTag_ECDH10B_3182,1282,2107,1008,756,1687,1123,1114,2551,1726,1119,1379,618,642,741,1727,857,105,1354,1370
exbD_locusTag_ECDH10B_3181,588,1444,519,753,1098,876,524,2062,1001,601,768,595,260,427,954,524,12,509,1207
exoX_locusTag_ECDH10B_1985,89,451,57,227,193,262,105,639,374,302,284,238,155,251,526,259,0,107,412
exo_locusTag_ECDH10B_1318,6,10,2,7,6,3,2,15,13,3,7,5,5,4,15,3,60,5,8
exuR_locusTag_ECDH10B_3270,170,923,160,500,257,434,131,1350,509,657,405,422,235,476,841,976,10,238,1638
exuT_locusTag_ECDH10B_3269,35,293,51,183,69,142,43,307,112,205,91,173,49,153,136,200,186,71,350
fabA_locusTag_ECDH10B_1024,1890,4427,1381,2284,4617,2628,2091,6429,5140,2062,4441,1891,2648,1766,8174,2004,345,1751,3145
fabB_locusTag_ECDH10B_2485,1705,9754,1597,5241,4720,5361,2528,12662,9756,6651,8070,6058,4332,7993,15491,9277,183,4155,11213
fabD_locusTag_ECDH10B_1164,1378,3836,1215,1921,2119,1758,1072,4271,3492,1877,2478,1470,1070,1377,3420,1682,523,1415,3647
fabF_locusTag_ECDH10B_1167,4427,14333,3609,7263,6382,5950,3490,14707,10311,6072,7439,5005,3368,4788,11104,5369,470,4663,11700
fabG_locusTag_ECDH10B_1165,3769,9596,3062,4540,5325,3925,2573,9800,7616,3888,6167,3633,3166,2791,7568,3447,65,3625,7530
fabH_locusTag_ECDH10B_1163,848,2090,601,960,1324,998,571,1966,1733,1131,1465,727,831,611,1858,811,418,858,1628
fabI_locusTag_ECDH10B_1405,3472,10519,2791,5274,5354,4007,2141,11237,6662,4879,4979,3584,2275,3489,7939,4168,67,4010,10489
fabR_locusTag_ECDH10B_4152,322,1280,353,713,492,693,281,1594,1031,671,793,566,364,520,1161,664,82,457,1441
fabZ_locusTag_ECDH10B_0160,759,1833,515,953,1028,654,522,1615,1538,595,1061,520,494,455,1402,545,17,688,1090
fadA_locusTag_ECDH10B_4034,64,162,58,88,131,92,58,182,156,87,109,60,70,60,177,87,17,108,198
fadB_locusTag_ECDH10B_4035,78,266,88,127,229,180,85,331,195,143,220,143,109,93,338,128,39,156,216
fadD_locusTag_ECDH10B_1943,262,603,220,268,578,321,259,621,920,451,831,309,420,287,1191,297,13,246,341
fadE_locusTag_ECDH10B_0203,78,294,66,141,180,232,92,498,195,170,192,166,119,175,328,159,5,128,349
fadH_locusTag_ECDH10B_3256,22,157,36,66,63,108,29,269,120,107,114,117,64,87,185,142,15,49,175
fadI_locusTag_ECDH10B_2505,73,264,52,105,127,120,62,268,161,150,121,91,63,91,185,118,31,94,271
fadJ_locusTag_ECDH10B_2504,164,530,181,257,275,273,127,611,415,312,298,240,124,178,377,240,92,234,549
fadL_locusTag_ECDH10B_2507,906,3820,683,1764,1269,1273,595,3024,2153,1207,1400,923,651,798,2015,1010,90,868,2740
fadR_locusTag_ECDH10B_1240,450,1561,435,842,775,841,399,1976,1461,1000,1307,872,646,852,1800,990,2761,611,1261
fbaA_locusTag_ECDH10B_3100,14429,62290,11659,34129,35297,34073,15314,88219,36825,26530,33271,23760,15430,26178,50107,32900,28,16366,74233
fbaB_locusTag_ECDH10B_2250,83,305,84,200,271,318,106,787,231,181,335,243,214,181,490,290,3,120,429
fbpC_locusTag_ECDH10B_0248,14,45,12,30,27,22,14,49,63,25,41,16,21,20,47,31,51,18,56
fbp_locusTag_ECDH10B_4427,264,2364,280,1265,509,923,337,2622,896,1073,703,931,316,824,871,943,14,436,2287
fcl_locusTag_ECDH10B_2202,6,9,5,7,41,48,34,113,22,12,51,16,24,16,82,39,12,1,11
fdhD_locusTag_ECDH10B_4085,98,334,92,168,156,123,63,328,242,184,174,127,76,108,256,141,60,137,264
fdhE_locusTag_ECDH10B_4081,537,1500,414,851,1006,789,449,1750,1542,774,1092,643,441,697,1621,717,7,602,1432
fdhF_locusTag_ECDH10B_4270,99,474,70,266,106,142,63,343,221,130,138,114,54,75,203,114,1,142,713
fdnG_locusTag_ECDH10B_1605,50,436,18,224,23,113,5,345,27,100,18,89,13,48,31,62,0,65,459
fdnH_locusTag_ECDH10B_1606,2,50,3,21,3,12,2,39,8,12,7,9,5,9,7,7,0,3,53
fdnI_locusTag_ECDH10B_1607,1,45,6,23,4,10,1,19,14,11,8,13,2,6,16,4,453,6,45
fdoG_locusTag_ECDH10B_4084,3604,10770,2966,5063,5850,4821,3309,11481,8505,3843,5949,3257,2637,2670,7917,3021,41,4049,9320
fdoH_locusTag_ECDH10B_4083,481,1087,459,489,1007,596,496,1126,1223,411,736,322,323,219,983,224,17,578,869
fdoI_locusTag_ECDH10B_4082,179,271,154,188,271,171,146,351,454,122,257,74,104,93,326,71,0,179,295
fdrA_locusTag_ECDH10B_0474,3,5,1,8,4,1,3,14,9,9,8,9,7,9,9,10,19,0,11
fdx_locusTag_ECDH10B_2692,63,185,68,132,186,90,74,265,284,111,251,63,82,58,256,79,7,87,215
feaB_locusTag_ECDH10B_1510,41,100,28,56,87,94,33,197,100,87,79,78,43,59,118,88,3,28,118
feaR_locusTag_ECDH10B_1509,33,72,25,34,71,75,20,139,109,90,89,67,55,76,158,75,55,15,36
fecA_locusTag_ECDH10B_4489,194,368,147,162,432,338,260,800,673,320,600,259,255,234,816,264,15,173,319
fecB_locusTag_ECDH10B_4488,72,133,50,48,152,85,81,234,186,93,174,62,108,61,227,80,8,69,134
fecC_locusTag_ECDH10B_4487,16,32,24,26,73,26,37,59,74,24,62,15,28,26,84,11,9,28,27
fecD_locusTag_ECDH10B_4486,16,34,8,13,40,9,24,46,50,18,37,15,23,16,64,18,5,12,36
fecE_locusTag_ECDH10B_4485,42,50,22,32,78,37,39,102,98,32,78,36,48,29,125,30,49,27,50
fecI_locusTag_ECDH10B_4491,86,130,48,61,235,143,117,374,292,180,315,168,138,203,521,273,21,81,110
fecR_locusTag_ECDH10B_4490,71,121,59,59,232,171,153,428,332,156,295,228,154,181,588,253,3,80,157
feoA_locusTag_ECDH10B_3583,12,221,27,121,36,107,31,272,24,66,19,56,7,35,39,33,29,71,480
feoB_locusTag_ECDH10B_3584,251,2414,317,1566,383,1032,252,3433,450,953,413,991,184,526,504,813,0,1558,5470
fepA_locusTag_ECDH10B_0543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepA_locusTag_ECDH10B_0651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepB_locusTag_ECDH10B_0552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepB_locusTag_ECDH10B_0660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepC_locusTag_ECDH10B_0548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepC_locusTag_ECDH10B_0656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepD_locusTag_ECDH10B_0550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepD_locusTag_ECDH10B_0658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepE_locusTag_ECDH10B_0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepE_locusTag_ECDH10B_0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepG_locusTag_ECDH10B_0549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fepG_locusTag_ECDH10B_0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fes_locusTag_ECDH10B_0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fes_locusTag_ECDH10B_0652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0
ffh_locusTag_ECDH10B_2777,1914,6955,1723,3561,2986,3479,1670,8915,5158,3945,3964,2994,1975,2697,6358,3237,0,2577,6384
ffs_locusTag_ECDH10B_0411,2,14,3,5,1,3,0,1,8,7,2,3,1,2,5,3,7,1,12
fhlA_locusTag_ECDH10B_2899,75,1242,47,561,100,117,57,228,147,78,138,44,28,64,126,64,297,71,322
fhuA_locusTag_ECDH10B_0130,1460,3169,1372,1505,2633,2682,1575,6675,5736,4102,4890,3309,2181,3245,7238,3610,12,2119,2880
fhuB_locusTag_ECDH10B_0133,58,142,36,79,102,77,44,170,153,94,123,46,52,53,138,58,5,60,114
fhuC_locusTag_ECDH10B_0131,39,84,26,37,73,29,25,112,134,54,75,43,47,30,127,39,5,25,100
fhuD_locusTag_ECDH10B_0132,13,55,7,18,23,21,11,46,43,15,36,18,13,13,59,25,137,14,27
fhuE_locusTag_ECDH10B_1174,88,196,95,110,1661,1037,711,2314,1405,760,1845,809,1030,839,2749,888,351,104,205
fhuF_locusTag_ECDH10B_4523,782,1277,716,607,3702,2749,1752,6388,5456,4070,5348,3068,3000,3840,10195,4962,4,1268,1235
fic_locusTag_ECDH10B_3537,38,85,30,56,59,43,19,128,67,36,49,40,35,37,82,42,32,41,121
fieF_locusTag_ECDH10B_4104,354,1360,275,795,400,567,219,1441,696,591,624,432,277,394,812,465,1,498,1350
fimZ_locusTag_ECDH10B_0491,1,5,0,2,10,13,1,24,16,10,13,10,8,9,31,9,32,4,10
fis_locusTag_ECDH10B_3436,383,945,395,467,369,244,311,600,539,394,400,191,105,168,456,206,223,314,504
fiu_locusTag_ECDH10B_0873,453,559,309,220,3178,1911,1250,3237,7671,2546,6193,2366,3315,2378,9604,2573,0,537,640
fixA_locusTag_ECDH10B_0042,1,7,0,1,3,5,0,3,0,2,0,0,0,0,4,0,0,3,12
fixB_locusTag_ECDH10B_0043,1,11,2,7,3,4,1,9,2,7,2,2,4,4,4,4,0,2,12
fixC_locusTag_ECDH10B_0044,6,11,2,1,6,7,1,10,5,5,7,4,2,5,6,4,0,7,12
fixX_locusTag_ECDH10B_0045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0
fklB_locusTag_ECDH10B_4402,990,2954,858,1514,1765,1378,943,3021,2434,1220,1756,865,709,983,2545,914,320,986,2120
fkpA_locusTag_ECDH10B_3522,1908,5635,1082,2258,3815,2638,1742,5643,8530,4737,6968,3782,2892,3847,10900,4051,47,1890,4822
fkpB_locusTag_ECDH10B_0029,295,708,250,387,544,307,274,791,834,376,611,271,261,199,743,257,159,253,575
fldA_locusTag_ECDH10B_0749,776,3730,762,1699,1927,1964,798,4814,2812,2281,2222,1300,956,1310,2936,1702,45,978,2290
fldB_locusTag_ECDH10B_3069,269,1398,253,654,535,672,240,2014,733,699,569,498,288,486,886,682,2,456,1461
flgA_locusTag_ECDH10B_1143,4,19,5,6,10,15,3,34,19,8,15,8,4,10,19,19,0,5,15
flgB_locusTag_ECDH10B_1144,0,0,2,0,3,0,0,1,0,3,1,2,0,1,0,0,0,1,3
flgC_locusTag_ECDH10B_1145,0,2,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,3
flgD_locusTag_ECDH10B_1146,1,5,2,2,3,3,1,3,7,2,3,2,1,0,4,3,1,0,7
flgE_locusTag_ECDH10B_1147,6,19,1,14,9,6,2,26,9,8,10,10,7,12,13,9,0,7,18
flgF_locusTag_ECDH10B_1148,2,12,1,3,5,11,5,19,7,5,6,2,11,3,7,1,0,4,10
flgG_locusTag_ECDH10B_1149,6,18,5,15,11,9,6,24,16,13,12,10,4,11,27,15,0,5,12
flgH_locusTag_ECDH10B_1150,1,12,1,5,2,3,1,8,7,4,2,2,7,3,8,3,1,3,3
flgI_locusTag_ECDH10B_1151,3,5,2,0,5,6,4,15,13,3,10,9,3,9,7,3,0,5,4
flgJ_locusTag_ECDH10B_1152,1,5,1,1,5,3,4,12,8,0,7,4,4,4,8,1,3,2,7
flgK_locusTag_ECDH10B_1153,16,27,9,18,19,13,11,43,29,14,22,6,25,19,37,13,1,7,47
flgL_locusTag_ECDH10B_1154,12,36,8,21,17,33,1,58,41,36,29,25,10,20,61,34,6,9,48
flgM_locusTag_ECDH10B_1142,13,34,8,35,14,17,8,71,25,22,24,18,8,11,45,29,3,24,54
flgN_locusTag_ECDH10B_1141,7,37,13,26,13,11,9,37,33,25,26,15,15,19,52,15,0,6,31
flhA_locusTag_ECDH10B_2020,4,36,4,12,22,32,6,54,30,49,34,23,23,17,79,27,0,13,47
flhB_locusTag_ECDH10B_2021,4,1,0,1,4,4,0,12,2,2,4,0,2,4,12,2,94,1,9
flhD_locusTag_ECDH10B_2033,643,2151,548,1002,1239,1083,563,2429,1645,723,1155,544,521,556,1428,635,0,505,1295
flhE_locusTag_ECDH10B_2019,0,2,1,0,1,1,0,5,1,0,0,0,2,1,1,5,0,1,6
fliA_locusTag_ECDH10B_2063,0,4,0,0,1,0,3,0,1,3,0,0,0,0,4,4,0,3,0
fliD_locusTag_ECDH10B_2065,2,15,3,8,3,8,4,16,10,8,7,4,4,7,11,6,0,6,22
fliE_locusTag_ECDH10B_2079,1,2,1,3,0,4,1,3,0,0,4,0,0,1,0,2,0,0,1
fliF_locusTag_ECDH10B_2080,2,3,0,5,1,1,1,3,8,2,5,3,1,0,9,2,0,0,3
fliG_locusTag_ECDH10B_2081,3,4,1,2,1,10,0,15,8,8,3,2,10,1,13,2,0,6,4
fliH_locusTag_ECDH10B_2082,1,5,1,3,2,4,0,6,1,1,7,4,4,3,5,2,1,3,3
fliI_locusTag_ECDH10B_2083,2,5,1,2,2,2,1,4,3,4,3,0,1,6,4,3,0,2,3
fliJ_locusTag_ECDH10B_2084,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
fliK_locusTag_ECDH10B_2085,1,13,3,7,3,8,2,20,12,8,12,6,4,6,11,10,0,3,6
fliL_locusTag_ECDH10B_2086,3,6,0,1,2,2,4,4,4,1,3,4,2,2,4,0,0,1,3
fliM_locusTag_ECDH10B_2087,0,9,1,6,5,7,0,8,8,6,3,3,4,5,6,3,0,1,4
fliN_locusTag_ECDH10B_2088,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
fliO_locusTag_ECDH10B_2089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
fliP_locusTag_ECDH10B_2090,0,1,0,0,2,0,0,3,1,2,3,0,0,0,6,1,0,2,4
fliQ_locusTag_ECDH10B_2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fliR_locusTag_ECDH10B_2092,0,3,1,1,1,2,0,1,0,2,2,0,4,0,1,0,0,0,2
fliS_locusTag_ECDH10B_2066,1,0,0,1,2,3,0,2,2,0,1,0,1,2,1,4,0,1,1
fliT_locusTag_ECDH10B_2067,0,0,1,0,1,0,3,1,0,2,0,0,1,0,1,0,24,0,3
fliY_locusTag_ECDH10B_2061,193,1120,173,595,588,698,277,2138,598,708,754,663,344,678,1174,733,0,326,1331
fliZ_locusTag_ECDH10B_2062,0,7,0,5,1,0,0,12,1,1,3,2,1,4,2,3,38,2,7
flk_locusTag_ECDH10B_2483,227,654,183,364,299,254,172,819,689,243,381,196,159,212,561,221,11,207,450
flu_locusTag_ECDH10B_2146,70,200,45,119,156,157,82,443,225,133,190,125,145,153,376,180,1,2327,295
flxA_locusTag_ECDH10B_1698,7,12,2,13,20,15,7,30,16,10,9,2,2,9,20,12,154,6,18
fmt_locusTag_ECDH10B_3462,935,2896,990,1486,1579,1289,752,2907,2552,1198,1901,1044,660,872,2765,1054,165,941,2510
fnr_locusTag_ECDH10B_1454,1881,8145,1586,4212,1045,1836,731,5405,1647,1512,1092,862,428,960,1433,1094,17,1622,5703
focA_locusTag_ECDH10B_0974,191,3176,227,2032,185,985,124,3664,287,740,205,617,61,428,288,580,1,1184,5462
focB_locusTag_ECDH10B_2658,7,16,1,7,9,10,3,12,18,8,9,9,4,9,17,12,43,5,15
folA_locusTag_ECDH10B_0049,423,1105,370,601,541,466,292,998,1151,484,713,420,332,367,837,368,0,327,609
folB_locusTag_ECDH10B_3233,45,113,33,44,61,36,29,101,37,46,54,31,37,17,60,25,51,47,80
folC_locusTag_ECDH10B_2477,378,1013,302,594,572,515,334,1308,851,449,650,337,396,319,925,357,108,342,781
folD_locusTag_ECDH10B_0485,601,2411,514,1319,834,997,474,2819,1257,930,972,799,434,761,1367,899,93,652,2258
folE_locusTag_ECDH10B_2310,337,1796,371,1086,1169,1321,579,2650,1507,1041,1542,849,548,922,1935,989,10,446,1850
folK_locusTag_ECDH10B_0122,49,144,41,68,66,83,51,138,96,65,84,34,32,49,101,49,12,40,80
folM_locusTag_ECDH10B_1739,46,169,23,64,108,87,27,248,162,119,166,69,72,94,215,103,20,46,131
folP_locusTag_ECDH10B_3351,204,543,169,246,229,164,130,436,398,169,304,184,143,160,366,147,25,152,329
folX_locusTag_ECDH10B_2465,198,667,140,355,310,224,182,530,355,222,326,202,110,137,315,232,54,179,487
fpr_locusTag_ECDH10B_4113,299,2728,196,1236,663,1333,392,3938,1269,1087,978,778,537,844,1644,1147,13,394,2441
frcK_locusTag_ECDH10B_3103,64,235,60,149,106,108,78,299,178,110,156,79,49,74,220,114,3,88,260
frc_locusTag_ECDH10B_2539,11,45,11,23,17,12,11,32,30,19,25,17,15,10,29,20,135,22,27
frdA_locusTag_ECDH10B_4349,1130,23489,1018,13033,1299,4109,659,13089,1663,4089,1543,3493,751,2519,2592,3280,14,6286,42433
frdC_locusTag_ECDH10B_4347,199,4185,201,2263,241,747,121,2203,317,739,232,679,92,418,174,430,3,344,6580
frdD_locusTag_ECDH10B_4346,110,2122,89,1363,81,414,85,1010,103,348,99,359,16,180,57,132,63,57,2268
fre_locusTag_ECDH10B_4033,462,1352,589,1091,1067,1198,534,2721,1504,957,1672,1075,818,1082,2103,1316,0,869,1964
frlA_locusTag_ECDH10B_3546,0,17,2,5,3,2,1,7,5,4,3,6,0,1,5,4,1,1,9
frlB_locusTag_ECDH10B_3547,8,42,7,29,25,20,5,49,34,29,17,29,12,23,30,15,1,18,44
frlC_locusTag_ECDH10B_3548,1,13,9,9,13,4,6,35,17,12,7,9,6,6,18,12,5,11,25
frlD_locusTag_ECDH10B_3549,17,55,11,39,31,24,10,45,30,21,33,21,19,15,36,19,20,8,76
frlR_locusTag_ECDH10B_3550,107,550,91,356,210,273,134,717,354,349,272,236,136,228,448,280,278,176,532
frmA_locusTag_ECDH10B_0311,2777,9559,2320,4550,4800,5107,2654,11852,8394,5592,6617,5428,3627,4576,10465,5931,164,2884,9601
frmB_locusTag_ECDH10B_0310,891,3488,638,1816,2018,1891,1064,4168,3368,1750,2724,1614,1358,1557,3684,2062,36,946,3195
frmR_locusTag_ECDH10B_0312,586,1015,340,716,783,816,452,1931,1482,413,969,569,566,666,1571,864,319,569,1330
frr_locusTag_ECDH10B_0152,2074,8783,2084,4869,3755,3376,2067,8428,4615,4516,3515,2865,1447,2664,4663,2375,42,1967,7818
frsA_locusTag_ECDH10B_0221,271,1108,268,634,392,452,192,1280,554,479,485,447,197,380,746,533,997,419,1276
fruA_locusTag_ECDH10B_2324,7803,27640,6331,15882,16608,17564,8010,41773,17747,19720,16040,16229,9801,16407,20886,19381,577,10715,29440
fruK_locusTag_ECDH10B_2325,3221,11210,2723,6019,6346,6642,3295,16038,9068,7878,7632,6120,4341,6399,13420,8831,0,5750,11253
