"","gene_id","Locus_tag","norm_count","raw_count","BW25113_GSE73673","BW25113_GSE85914"
"2272",NA,"b2355",0.142104819641273,3,1,NA
"2273",NA,"b2356",0.040849082492843,1,1,NA
"2274","yfdN","b2357",0.479642290454056,14,1,1
"2275",NA,"b2358",0.0479642290454056,2,1,NA
"2276","yfdP","b2359",0.525484417810559,0.5,1,1
"2277","yfdQ","b2360",0.54590895905698,1,1,1
"2278","yfdR","b2361",0,0,1,1
"2279","yfdS","b2362",0.0236841366068789,0.5,1,1
"2280","yfdT","b2363",1.57645325343168,1.5,1,1
"2281","dsdC","b2364",1.5968777946781,2,1,1
"2282","dsdX","b2365",4.84778044332942,7,1,1
"2283","dsdA","b2366",14.2600256244532,15.5,1,1
"2284","emrY","b2367",1.76592634628671,6,1,1
"2285","emrK","b2368",1.64839959699978,3.5,1,1
"2286","evgA","b2369",252.232520549068,240,1,1
"2287","evgS","b2370",41.5652253987198,65.5,1,1
"2288","yfdE","b2371",0.693359219469478,4.5,1,1
"2289","yfdV","b2372",0.142104819641273,3,1,1
"2290","oxc","b2373",2.71135948988225,4.5,1,1
"2291","frc","b2374",1.60013739003855,2,1,1
"2292","yfdX","b2375",2.12236221248866,2.5,1,1
"2293","ypdI","b2376",6.3058130137267,6,1,1
"2294","yfdY","b2377",19.9684078768012,19,1,1
"2295","lpxP","b2378",245.950689649864,235,1,1
"2296","alaC","b2379",46.6263425996924,54,1,1
"2297","ypdA","b2380",28.0686352763528,45,1,1
"2298","ypdB","b2381",42.0747265966288,41.5,1,1
"2299","ypdC","b2382",16.4534132820987,19.5,1,1
"2300","fryA","b2383",0.686839961599488,15,1,1
"2301","ypdE","b2384",0.0236841366068789,0.5,1,1
"2302","ypdF","b2385",0,0,1,1
"2303","fryC","b2386",0.549466532333261,1.5,1,1
"2304","fryB","b2387",0,0,1,1
"2305","glk","b2388",18.4156387599764,18,1,1
"2306","yfeO","b2389",12.0580240605767,24.5,1,1
"2307","ypeC","b2390",15.0607808998848,22.5,1,1
"2308","mntH","b2392",224.06951921676,217.5,1,1
"2309","nupC","b2393",63.7987838535558,238,1,1
"2310","insL1","b2394",13.3517847490366,70,1,1
"2311","yfeA","b2395",5.03572787899135,12,1,1
"2312","alaX","b2396",3.15290650686335,3,NA,1
"2313","alaW","b2397",11.5606571918323,11,NA,1
"2314","yfeC","b2398",99.865723520613,95.5,1,1
"2315","yfeD","b2399",9.47914406183648,9.5,1,1
"2316","gltX","b2400",81.6158737168847,83,1,1
"2317","valU","b2401",167.104044863758,159,NA,1
"2318","valX","b2402",135.574979795124,129,NA,1
"2319","valY","b2403",130.320135617019,124,NA,1
"2320","lysV","b2404",758.799499318447,722,NA,1
"2321","xapR","b2405",10.2543735032171,53,1,1
"2322","xapB","b2406",1.38254674811742,8,1,1
"2323","xapA","b2407",0.102122706232108,2.5,1,1
"2324","yfeN","b2408",1.11092412192787,2.5,1,1
"2325","yfeR","b2409",10.004628479647,10,1,1
"2326","yfeH","b2410",17.3883540609622,17.5,1,1
"2327","ligA","b2411",10.9123186785281,18.5,1,1
"2328","zipA","b2412",94.8989626946957,99,1,1
"2329","cysZ","b2413",107.904171510085,110,1,1
"2330","cysK","b2414",391.600177089285,410,1,1
"2331","ptsH","b2415",445.730696875967,428,1,1
"2332","ptsI","b2416",729.579927658859,1062,1,1
"2333","crr","b2417",594.481433559855,864,1,1
"2334","pdxK","b2418",142.800158534533,361.5,1,1
"2335","yfeK","b2419",13.7607705686706,188.5,1,1
"2336","yfeS","b2420",17.7007335289119,371.5,1,1
"2337","cysM","b2421",57.6250187425401,63,1,1
"2338","cysA","b2422",45.6593111649007,54.5,1,1
"2339","cysW","b2423",22.0167565668034,52.5,1,1
"2340","cysU","b2424",6.36226564952772,58.5,1,1
"2341","cysP","b2425",18.6360199719744,45.5,1,1
"2342","ucpA","b2426",11.9345020686231,32,1,1
"2343","murR","b2427",2.25885980257194,31,1,1
"2344","murQ","b2428",5.01356939957757,12.5,1,1
"2345","murP","b2429",1.1326670006068,3,1,1
"2346","yfeW","b2430",1.69636382604519,5,1,1
"2347","yfeX","b2431",147.742819569753,143,1,1
"2348","yfeY","b2432",144.023579562586,138,1,1
"2349","yfeZ","b2433",30.5802189392445,31.5,1,1
"2350","ypeA","b2434",28.2343879763229,35.5,1,1
"2351","amiA","b2435",21.0453549082652,33,1,1
"2352","hemF","b2436",12.3720851870928,18.5,1,1
"2353","eutR","b2437",31.9247699582581,39.5,1,1
"2354","eutK","b2438",2.73534160440496,6.5,1,1
"2355","eutL","b2439",6.92603397796478,8.5,1,1
"2356","eutC","b2440",17.9504076063885,20.5,1,1
"2357","eutB","b2441",41.2036236199279,45,1,1
"2358","intZ","b2442",49.9117024599495,72,1,1
"2359","yffL","b2443",38.0595480360709,41.5,1,1
"2360","yffM","b2444",2.10193767124223,2,1,1
"2361","yffN","b2445",2.70912025403848,4.5,1,1
"2362","yffO","b2446",11.5606571918323,11,1,1
"2363","yffP","b2447",42.6867850901338,43.5,1,1
"2364","yffQ","b2448",17.3409857877484,16.5,1,1
"2365","yffR","b2449",35.2483050758003,34.5,1,1
"2366","yffS","b2450",23.6827719732592,24,1,1
"2367","eutA","b2451",0.449339907421273,11,1,1
"2368","eutH","b2452",3.13803562021333,15,1,1
"2369","eutG","b2453",0.0359731717840542,1,1,1
"2370","eutJ","b2454",0,0,1,1
"2371","eutE","b2455",0.0473682732137578,1,1,1
"2372","eutN","b2456",0,0,1,1
"2373","eutM","b2457",0.525484417810559,0.5,1,1
"2374","eutD","b2458",0.525484417810559,0.5,1,1
"2375","eutT","b2459",0,0,1,1
"2376","eutQ","b2460",1.58844431069303,2,1,1
"2377","eutP","b2461",2.66827117154564,3.5,1,1
"2378","eutS","b2462",0,0,1,1
"2379","maeB","b2463",48.5244322974917,52,1,1
"2380","talA","b2464",295.225673757898,291,1,1
"2381","tktB","b2465",257.536812061963,407.5,1,1
"2382","ypfG","b2466",7.39189385406541,131.5,1,1
"2383","nudK","b2467",25.9454547302672,103.5,1,1
"2384","aegA","b2468",4.45993174835065,36.5,1,1
"2385","narQ","b2469",7.95421261072649,9.5,1,1
"2386","acrD","b2470",3.64309549677747,15,1,1
"2387","yffB","b2471",19.9803989340626,19.5,1,1
"2388","dapE","b2472",101.490438981006,99,1,1
"2389","ypfH","b2473",34.5402009900496,42,1,1
"2390","tmcA","b2474",33.6931883247779,54.5,1,1
"2391","ypfJ","b2475",64.2275196559226,63.5,1,1
"2392","purC","b2476",53.1923468819008,53.5,1,1
"2393","bamC","b2477",42.8901184904006,64.5,1,1
"2394","dapA","b2478",459.635234985958,462.5,1,1
"2395","gcvR","b2479",490.604964566686,499.5,1,1
"2396","bcp","b2480",546.426223427218,560,1,1
"2397","hyfA","b2481",2.44617568131569,53.5,1,1
"2398","hyfB","b2482",3.79832868201907,76,1,1
"2399","hyfC","b2483",0.0239821145227028,1,1,1
"2400","hyfD","b2484",0.0236841366068789,0.5,1,1
"2401","hyfE","b2485",0.525484417810559,0.5,1,1
"2402","hyfF","b2486",0.549168554417438,1,1,1
"2403","hyfG","b2487",4.77672803350879,5.5,1,1
"2404","hyfH","b2488",6.85172197278368,7,1,1
"2405","hyfI","b2489",1.62382152664543,2.5,1,1
"2406","hyfJ","b2490",1.57645325343168,1.5,1,1
"2407","hyfR","b2491",1.69900050091021,4.5,1,1
"2408","focB","b2492",1.61730233592452,2.5,1,1
"2409","yfgO","b2493",11.0471638312831,11,1,1
"2410","bepA","b2494",128.544990605719,130,1,1
"2411","yfgD","b2495",33.1259428633116,32,1,1
"2412","hda","b2496",13.8315448476423,29.5,1,1
"2413","uraA","b2497",8.75973554892593,42,1,1
"2414","upp","b2498",209.933801742616,206,1,1
"2415","purM","b2499",46.9120058722759,49,1,1
"2416","purN","b2500",19.4330545034182,31.5,1,1
"2417","ppk","b2501",198.087887603436,213.5,1,1
"2418","ppx","b2502",122.264369796007,152,1,1
"2419","yfgF","b2503",3.52887348534305,39,1,1
"2420","yfgG","b2504",342.615840412484,326,1,1
"2421","yfgH","b2505",3.15290650686335,3,1,1
"2422","yfgI","b2506",2.62742208905279,2.5,1,1
"2423","guaA","b2507",469.038468805715,454,1,1
"2424","guaB","b2508",94.8860361696824,180,1,1
"2425","xseA","b2509",96.8450020521997,170,1,1
"2426","yfgJ","b2510",16.213872441738,26,1,1
"2427","der","b2511",63.9818114649353,79.5,1,1
"2428","bamB","b2512",59.6916609858859,80.5,1,1
"2429","yfgM","b2513",72.099041600875,83.5,1,1
"2430","hisS","b2514",59.3980965749212,98.5,1,1
"2431","ispG","b2515",31.4536160745597,73,1,1
"2432","rodZ","b2516",320.465586776594,352.5,1,1
"2433","rlmN","b2517",36.9082804165435,96.5,1,1
"2434","ndk","b2518",85.6595137577175,94,1,1
"2435","pbpC","b2519",5.88800495674465,20.5,1,1
"2436","yfhM","b2520",48.2430132282859,78,1,1
"2437","sseA","b2521",36.2005916443107,44,1,1
"2438","sseB","b2522",28.0400486697738,43.5,1,1
"2439","pepB","b2523",18.1171183551125,35.5,1,1
"2440","iscX","b2524",38.4562909582616,39,1,1
"2441","fdx","b2525",42.6663605488874,43.5,1,1
"2442","hscA","b2526",25.2380693665953,47,1,1
"2443","hscB","b2527",28.1822520564559,36.5,1,1
"2444","iscA","b2528",56.3587343356046,57,1,1
"2445","iscU","b2529",398.459293520045,382.5,1,1
"2446","iscS","b2530",120.387888070304,140.5,1,1
"2447","iscR","b2531",206.015092992657,261,1,1
"2448","trmJ","b2532",39.9190821037656,85,1,1
"2449","suhB","b2533",15.2449986032762,61.5,1,1
"2450","yfhR","b2534",1.2809210252757,21.5,1,1
"2451","csiE","b2535",51.3600548113062,58,1,1
"2452","hcaT","b2536",2.2098571865944,5,1,1
"2453","hcaR","b2537",14.3514756108565,17.5,1,1
"2454","hcaE","b2538",8.99319038908625,11,1,1
"2455","hcaF","b2539",7.9026908084048,8,1,1
"2456","hcaC","b2540",1.05096883562112,1,1,1
"2457","hcaB","b2541",3.82228361181013,9.5,1,1
"2458","hcaD","b2542",4.36966429873262,8.5,1,1
"2459","yphA","b2543",80.4195404662619,77,1,1
"2460","yphB","b2544",2.18587507207169,5.5,1,1
"2461","yphC","b2545",2.31777670194656,9.5,1,1
"2462","yphD","b2546",1.19307365526239,4.5,1,1
"2463","yphE","b2547",0.586758041549823,2,1,1
"2464","yphF","b2548",0.040849082492843,1,1,1
"2465","yphG","b2549",0.0947365464275156,2,1,1
"2466","yphH","b2550",8.4690243087082,9.5,1,1
"2467","glyA","b2551",477.736388199618,456,1,1
"2468","hmp","b2552",15.275950198363,188.5,1,1
"2469","glnB","b2553",34.07116920804,85,1,1
"2470","glrR","b2554",29.4652226708642,39.5,1,1
"2471","yfhG","b2555",44.1308221405145,53.5,1,1
"2472","glrK","b2556",6.65355367430589,14.5,1,1
"2473","purL","b2557",59.0617079756586,223.5,1,1
"2474","mltF","b2558",3.00061748608478,25.5,1,1
"2475","tadA","b2559",9.01717250360896,10.5,1,1
"2476","pgpC","b2560",46.8089622676326,45.5,1,1
"2477","yfhH","b2561",3.80093817215244,6.5,1,1
"2478","yfhL","b2562",2.74996933653132,5.5,1,1
"2479","acpS","b2563",6.32949715033358,6.5,1,1
"2480","pdxJ","b2564",189.198372526324,181,1,1
"2481","recO","b2565",238.376019180679,235,1,1
"2482","era","b2566",33.0019149507192,50.5,1,1
"2483","rnc","b2567",75.5705862058337,83.5,1,1
"2484","lepB","b2568",46.9221922830575,73,1,1
"2485","lepA","b2569",44.3389143173353,84.5,1,1
"2486","rseC","b2570",40.8100408319922,49.5,1,1
"2487","rseB","b2571",218.355809618205,226,1,1
"2488","rseA","b2572",455.580119355104,450.5,1,1
"2489","rpoE","b2573",127.759540806301,136.5,1,1
"2490","nadB","b2574",13.7945990498767,219,1,1
"2491","trmN","b2575",12.3379538121312,18.5,1,1
"2492","srmB","b2576",56.8263855687973,66.5,1,1
"2493","yfiE","b2577",2.37773198825332,9,1,1
"2494","eamB","b2578",6.08669671461247,13.5,1,1
"2495","grcA","b2579",2297.58127099773,2190,1,1
"2496","ung","b2580",36.3057931021423,35.5,1,1
"2497","yfiF","b2581",47.6909907121736,609,1,1
"2498","trxC","b2582",122.078173888298,120,1,1
"2499","yfiP","b2583",73.5099853088604,83.5,1,1
"2500","pka","b2584",35.3559814366288,49.5,1,1
"2501","pssA","b2585",152.630302310289,151.5,1,1
"2502","yfiM","b2586",1.67238171152249,5.5,1,1
"2503","kgtP","b2587",646.382919412023,653,1,1
"2504","rrfG","b2588",0,0,NA,1
"2505","rrlG","b2589",2.10193767124223,2,NA,1
"2506","gltW","b2590",80.924600342826,77,NA,1
"2507","rrsG","b2591",0,0,NA,1
"2508","clpB","b2592",960.501632236636,20961,1,1
"2509","yfiH","b2593",21.5428876299149,107,1,1
"2510","rluD","b2594",56.7781118962043,205.5,1,1
"2511","bamD","b2595",182.955829217657,191.5,1,1
"2512","raiA","b2597",2019.14797459424,1930,1,1
"2513","pheL","b2598",35.2913933941369,36,1,1
"2514","pheA","b2599",1166.56415803505,1188,1,1
"2515","tyrA","b2600",57.8382145407002,315.5,1,1
"2516","aroF","b2601",258.260192220755,476.5,1,1
"2517","yfiL","b2602",112.978782982912,379.5,1,1
"2518","yfiR","b2603",80.0364775676397,488,1,1
"2519","yfiN","b2604",73.8858000362545,1104,1,1
"2520","yfiB","b2605",93.7404717827437,94,1,1
"2521","rplS","b2606",3.73834621098067,5,1,1
"2522","trmD","b2607",111.521117258873,109.5,1,1
"2523","rimM","b2608",65.3039604956455,66,1,1
"2524","rpsP","b2609",215.202903111342,232,1,1
"2525","ffh","b2610",78.1124402666612,750,1,1
"2526","ypjD","b2611",53.4804435234768,148.5,1,1
"2527","grpE","b2614",377.98908536204,363,1,1
"2528","nadK","b2615",111.710590351728,114.5,1,1
"2529","recN","b2616",24.0072720721877,99,1,1
"2530","bamE","b2617",51.6608692754061,53,1,1
"2531","ratB","b2618",2.18363583622792,4,1,1
"2532","ratA","b2619",2.24490945996719,6,1,1
"2533","smpB","b2620",399.470280242257,382.5,1,1
"2534","ssrA","b2621",14407.7317675299,13709,NA,1
"2535","intA","b2622",26.79083848342,46.5,1,1
"2536","yfjH","b2623",480.309249028624,12155,1,1
"2537","alpA","b2624",1.71855807307295,5,1,1
"2538","yfjI","b2625",4.0261315852531,12,1,1
"2539","yfjJ","b2626",0.0204245412464215,0.5,1,1
"2540","yfjK","b2627",21.6632818132673,23,1,1
"2541","yfjL","b2628",50.3947024241406,58.5,1,1
"2542","yfjM","b2629",1.67118979985919,3.5,1,1
"2543","rnlA","b2630",67.1865196574716,73,1,1
"2544","rnlB","b2631",122.593753094258,123,1,1
"2545","yfjP","b2632",2.11605083019249,17,1,1
"2546","yfjQ","b2633",2.87148743765763,33,1,1
"2547","yfjR","b2634",0.0236841366068789,0.5,1,1
"2548","ypjK","b2635",0.549168554417438,1,1,1
"2549","yfjS","b2636",2.12562180784911,2.5,1,1
"2550","yfjT","b2637",1.61242642521573,2.5,1,1
"2551",NA,"b2638",0,0,1,NA
"2552",NA,"b2641",0.0479642290454056,2,1,NA
"2553","yfjW","b2642",2.42569621729872,10,1,1
"2554","yfjX","b2643",0.0479642290454056,2,1,1
"2555","yfjY","b2644",1.67238171152249,4.5,1,1
"2556","yfjZ","b2645",0.54590895905698,1,1,1
"2557","ypjF","b2646",0.525484417810559,0.5,1,1
"2558","ypjA","b2647",10.4539683870683,21,1,1
"2559",NA,"b2648",0.0959284580908112,3,1,NA
"2560",NA,"b2650",0.0947365464275156,2,1,NA
"2561","ileY","b2652",0,0,NA,1
"2562","csiD","b2659",92.5089416712652,88.5,1,1
"2563","lhgO","b2660",99.3982531311813,96.5,1,1
"2564","gabD","b2661",31.1669769807943,33.5,1,1
"2565","gabT","b2662",30.2065461193791,47.5,1,1
"2566","gabP","b2663",20.8466631503974,40.5,1,1
"2567","csiR","b2664",15.0732954165362,24,1,1
"2568","ygaU","b2665",277.517046227714,265.5,1,1
"2569","yqaE","b2666",34.7056557121038,33.5,1,1
"2570","ygaV","b2667",8.95691923938637,9,1,1
"2571","ygaP","b2668",8.02523805588333,12.5,1,1
"2572","stpA","b2669",14.3926688072001,97,1,1
"2573","alaE","b2670",6.89125271784402,8,1,1
"2574","ygaC","b2671",13.8046996827158,16,1,1
"2575","ygaM","b2672",1354.33913365406,1292,1,1
"2576","nrdH","b2673",2526.52908083317,2404,1,1
"2577","nrdI","b2674",185.516424028374,177,1,1
"2578","nrdE","b2675",413.19665916582,589,1,1
"2579","nrdF","b2676",290.826808077159,356,1,1
"2580","proV","b2677",43.8787522141618,134.5,1,1
"2581","proW","b2678",22.2664466676029,52.5,1,1
"2582","proX","b2679",37.5953372419996,42.5,1,1
"2583",NA,"b2681",0.612736237392646,15,1,NA
"2584","ygaZ","b2682",68.4355215628512,68,1,1
"2585","ygaH","b2683",260.652262291298,248.5,1,1
"2586","mprA","b2684",160.293171973467,153,1,1
"2587","emrA","b2685",9.97433498282816,23.5,1,1
"2588","emrB","b2686",4.62575638894907,28.5,1,1
"2589","luxS","b2687",529.264931441465,506.5,1,1
"2590","gshA","b2688",406.279889717886,443.5,1,1
"2591","yqaA","b2689",286.75934993304,358,1,1
"2592","yqaB","b2690",34.1824653535291,45.5,1,1
"2593","argQ","b2691",72.5168496578571,69,NA,1
"2594","argZ","b2692",76.7207250003416,73,NA,1
"2595","argY","b2693",104.045914726491,99,NA,1
"2596","argV","b2694",108.249790068975,103,NA,1
"2597","serV","b2695",44.1406910960869,42,NA,1
"2598","csrA","b2696",2459.86361218105,2342,1,1
"2599","alaS","b2697",146.162341804025,291.5,1,1
"2600","recX","b2698",9.331062094093,30.5,1,1
"2601","recA","b2699",91.8649941423512,147,1,1
"2602","pncC","b2700",13.8519693888887,30,1,1
"2603","mltB","b2701",43.881682667722,99,1,1
"2604","srlA","b2702",2.26533400121361,8,1,1
"2605","srlE","b2703",1.28781020168991,7,1,1
"2606","srlB","b2704",3.20027478007711,4.5,1,1
"2607","srlD","b2705",7.88226626715838,7.5,1,1
"2608","srlM","b2706",10.5570566294249,11,1,1
"2609","srlR","b2707",14.7372478353025,14.5,1,1
"2610","srlQ","b2708",12.1341058386883,13.5,1,1
"2611","norR","b2709",1.42991502133118,10,1,1
"2612","norV","b2710",3.84178725464528,7.5,1,1
"2613","norW","b2711",2.73534160440496,5,1,1
"2614","hypF","b2712",1.882821372128,10,1,1
"2615","hydN","b2713",0.596536827631195,2,1,1
"2616","ascG","b2714",7.96620366798784,10.5,1,1
"2617","ascF","b2715",3.35715191932757,8,1,1
"2618","ascB","b2716",3.32078130852227,7,1,1
"2619","hycI","b2717",8.9332351027795,8.5,1,1
"2620","hycH","b2718",6.85172197278368,7,1,1
"2621","hycG","b2719",8.47880309478957,9.5,1,1
"2622","hycF","b2720",0.627607124042666,3,1,1
"2623","hycE","b2721",0.645394990424073,4,1,1
"2624","hycD","b2722",0,0,1,1
"2625","hycC","b2723",0.549466532333261,1.5,1,1
"2626","hycB","b2724",0.525484417810559,0.5,1,1
"2627","hycA","b2725",0,0,1,1
"2628","hypA","b2726",14.1880792808851,13.5,1,1
"2629","hypB","b2727",21.0398012536688,20.5,1,1
"2630","hypC","b2728",8.9332351027795,8.5,1,1
"2631","hypD","b2729",5.96414946713394,10,1,1
"2632","hypE","b2730",2.75932371892766,7,1,1
"2633","fhlA","b2731",22.9915348554786,32,1,1
"2634","ygbA","b2732",5.86202676090183,7.5,1,1
"2635","mutS","b2733",30.2181308514053,35,1,1
"2636","pphB","b2734",1.69487393646607,4.5,1,1
"2637","ygbI","b2735",10.2292984333577,15.5,1,1
"2638","ygbJ","b2736",2.18587507207169,5,1,1
"2639","ygbK","b2737",1.19394062434607,4.5,1,1
"2640","ygbL","b2738",4.22429988373089,4.5,1,1
"2641","ygbM","b2739",12.1098257462497,12,1,1
"2642","ygbN","b2740",1.09833710883488,2,1,1
"2643","rpoS","b2741",120.407878022186,116.5,1,1
"2644","nlpD","b2742",200.61984408789,250,1,1
"2645","pcm","b2743",27.7329882299623,245.5,1,1
"2646","umpG","b2744",32.0892446663386,284.5,1,1
"2647","truD","b2745",18.753808442899,40,1,1
"2648","ispF","b2746",19.6087124152388,23.5,1,1
"2649","ispD","b2747",59.8353993885245,70,1,1
"2650","ftsB","b2748",19.0373496137936,21,1,1
"2651","ygbE","b2749",31.6516123161121,33,1,1
"2652","cysC","b2750",33.9986444823113,41,1,1
"2653","cysN","b2751",62.0182686108387,84,1,1
"2654","cysD","b2752",127.679341921888,183,1,1
"2655","iap","b2753",11.0902448610059,127,1,1
"2656","ygbF","b2754",1.60013739003855,2,1,1
"2657","ygbT","b2755",2.17299008106287,3.5,1,1
"2658","casE","b2756",6.36576830003346,8,1,1
"2659","casD","b2757",4.27582168605258,6.5,1,1
"2660","casC","b2758",1.62382152664543,2.5,1,1
"2661","casB","b2759",2.14930594445599,3,1,1
"2662","casA","b2760",0.572852691024316,1.5,1,1
"2663","ygcB","b2761",1.16938951865551,3.5,1,1
"2664","cysH","b2762",326.396875870178,312,1,1
"2665","cysI","b2763",38.4891670824344,71,1,1
"2666","cysJ","b2764",19.9811404869346,107.5,1,1
"2667","queD","b2765",1.97908357574862,10.5,1,1
"2668","ygcN","b2766",3.32714761358898,46,1,1
"2669","ygcO","b2767",2.12591978576494,3,1,1
"2670","ygcP","b2768",1.12202124544175,2.5,1,1
"2671","ygcQ","b2769",0.54590895905698,1,1,1
"2672","ygcR","b2770",0,0,1,1
"2673","ygcS","b2771",0.0710524098206367,1.5,1,1
"2674","ygcW","b2774",0,0,1,1
"2675","yqcE","b2775",0.0204245412464215,0.5,1,1
"2676","ygcE","b2776",0.525484417810559,0.5,1,1
"2677","queE","b2777",2.6514042035755,3.5,1,1
"2678","ygcG","b2778",0.0947365464275156,2,1,1
"2679","eno","b2779",381.299961458711,371.5,1,1
"2680","pyrG","b2780",217.395732968918,1232,1,1
"2681","mazG","b2781",19.4838823870246,114,1,1
"2682","mazF","b2782",74.0178170890089,83,1,1
"2683","mazE","b2783",63.1806773847456,63.5,1,1
"2684","relA","b2784",77.1347872522942,114.5,1,1
"2685","rlmD","b2785",18.8672727266336,41.5,1,1
"2686","barA","b2786",16.2658288334237,52,1,1
"2687","gudD","b2787",2.79321104530095,6,1,1
"2688","gudX","b2788",0.586758041549823,2,1,1
"2689","gudP","b2789",0.0959284580908112,2.5,1,1
"2690","yqcA","b2790",13.173083617048,13.5,1,1
"2691","truC","b2791",12.6589943006672,13,1,1
"2692","yqcC","b2792",39.9368157536025,38,1,1
"2693","syd","b2793",22.998460288171,31.5,1,1
"2694","queF","b2794",85.0220737862892,406.5,1,1
"2695","ygdH","b2795",128.988031728593,2149.5,1,1
"2696","sdaC","b2796",11.235029766106,68,1,1
"2697","sdaB","b2797",3.94390996087739,10,1,1
"2698","ygdG","b2798",6.44878480245165,9.5,1,1
"2699","fucO","b2799",1.19307365526239,5,1,1
"2700","fucA","b2800",3.21418013060262,4.5,1,1
"2701","fucP","b2801",1.14570538204863,3,1,1
"2702","fucI","b2802",2.67479036226655,3.5,1,1
"2703","fucK","b2803",2.13791084302629,3,1,1
"2704","fucU","b2804",14.1880792808851,13.5,1,1
"2705","fucR","b2805",22.0907700892899,21.5,1,1
"2706","rlmM","b2806",40.1766368988295,44.5,1,1
"2707","ygdD","b2807",43.1714204254515,43,1,1
"2708","gcvA","b2808",16.0724263102062,21.5,1,1
"2709","ygdI","b2809",60.0686199603751,61.5,1,1
"2710","csdA","b2810",15.6679634826811,29,1,1
"2711","csdE","b2811",10.9053932458358,19.5,1,1
"2712","tcdA","b2812",11.3415408927181,18,1,1
"2713","mltA","b2813",11.9083978524115,21,1,1
"2714","metZ","b2814",100.893008219627,96,NA,1
"2715","metW","b2815",105.096883562112,100,NA,1
"2716","metV","b2816",93.5362263702794,89,NA,1
"2717","amiC","b2817",2.91520746332523,12.5,1,1
"2718","argA","b2818",30.6121199645762,43,1,1
"2719","recD","b2819",8.74009699950808,37,1,1
"2720","recB","b2820",20.525424145051,45,1,1
"2721","ptrA","b2821",19.2313286316642,43,1,1
"2722","recC","b2822",23.9606883919592,45,1,1
"2723","ppdC","b2823",2.6753863180982,4,1,1
"2724","ygdB","b2824",1.19307365526239,4.5,1,1
"2725","ppdB","b2825",1.16938951865551,3.5,1,1
"2726","ppdA","b2826",0.224669953710637,5.5,1,1
"2727","thyA","b2827",66.2584049173442,64,1,1
"2728","lgt","b2828",62.6036981292771,61,1,1
"2729","ptsP","b2829",93.7834516355774,133.5,1,1
"2730","rppH","b2830",219.821436629381,226.5,1,1
"2731","mutH","b2831",15.5101208073061,33.5,1,1
"2732","ygdQ","b2832",14.3625829200493,42.5,1,1
"2733","ygdR","b2833",25.2436765961532,24.5,1,1
"2734","tas","b2834",190.99593816019,187.5,1,1
"2735","lplT","b2835",12.3659178364662,28,1,1
"2736","aas","b2836",8.9374793061573,34,1,1
"2737","galR","b2837",51.7253030334004,54.5,1,1
"2738","lysA","b2838",9.14639233224141,13.5,1,1
"2739","lysR","b2839",6.76147318965806,18.5,1,1
"2740","ygeA","b2840",23.3851176434143,28.5,1,1
"2741","araE","b2841",2.32976775920791,7.5,1,1
"2742","kduD","b2842",9.02916356087031,11,1,1
"2743","kduI","b2843",4.26383062879123,6.5,1,1
"2744","yqeF","b2844",5.85227493948425,8.5,1,1
"2745","yqeG","b2845",3.22395891668399,4.5,1,1
"2746","yqeH","b2846",0.0236841366068789,0.5,1,1
"2747","yqeI","b2847",1.07139337686754,1.5,1,1
"2748","yqeJ","b2848",0,0,1,1
"2749","yqeK","b2849",0.0359731717840542,1,1,1
"2750",NA,"b2850",0.0959284580908112,4,1,NA
"2751","ygeG","b2851",0.0816981649856861,2,1,1
"2752","ygeH","b2852",0.0204245412464215,0.5,1,1
"2753","ygeI","b2853",2.62742208905279,2.5,1,1
"2754",NA,"b2854",0,0,1,NA
"2755",NA,"b2856",0,0,1,NA
"2756",NA,"b2858",0,0,1,NA
"2757",NA,"b2859",0,0,1,NA
"2758","insD1","b2860",2.62742208905279,2.5,1,1
"2759","insC1","b2861",78.2971782537732,74.5,1,1
"2760",NA,"b2863",0,0,1,NA
"2761","glyU","b2864",2.10193767124223,2,NA,1
"2762","ygeR","b2865",103.544114445287,99,1,1
"2763","xdhA","b2866",5.93833444200262,22,1,1
"2764","xdhB","b2867",21.0553498842064,21,1,1
"2765","xdhC","b2868",0.525484417810559,0.5,1,1
"2766","ygeV","b2869",15.8592690807443,17,1,1
"2767","ygeW","b2870",0.0947365464275156,2.5,1,1
"2768","ygeX","b2871",0.585439704117316,2,1,1
"2769","ygeY","b2872",1.08694200740517,2,1,1
"2770","hyuA","b2873",4.78931504660178,6,1,1
"2771","yqeA","b2874",2.65110622565967,3,1,1
"2772","yqeB","b2875",1.12202124544175,2.5,1,1
"2773","yqeC","b2876",3.73966454841318,5,1,1
"2774","mocA","b2877",23.1449985202715,22.5,1,1
"2775","ygfK","b2878",1.26680786632544,7,1,1
"2776","ssnA","b2879",0.54590895905698,1,1,1
"2777","ygfM","b2880",2.12562180784911,2.5,1,1
"2778","xdhD","b2881",6.38975041455616,8.5,1,1
"2779","xanQ","b2882",2.14930594445599,3,1,1
"2780","guaD","b2883",12.1341058386883,13.5,1,1
"2781","ygfS","b2886",0.040849082492843,1,1,1
"2782","ygfT","b2887",0.0473682732137578,1,1,1
"2783","uacT","b2888",0.0236841366068789,0.5,1,1
"2784","idi","b2889",122.963353767671,117,1,1
"2785","lysS","b2890",94.6688933708862,92.5,1,1
"2786","prfB","b2891",406.697454620344,438,1,1
"2787","recJ","b2892",21.2829363637195,152,1,1
"2788","dsbC","b2893",81.9000833561673,87,1,1
